customerID,gender,SeniorCitizen,tenure,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Risk_Probability,Marketing_Segment,Predicted_Churn_Flag
8544-GOQSH,Female,0,14,Month-to-month,Fiber optic,Credit card (automatic),80.05,1112.3,No,0.44417012466004113,Medium risk: nurture,Yes
3363-DTIVD,Male,0,71,Two year,Fiber optic,Electronic check,105.55,7405.5,No,0.116656062320149,Low risk: retain and upsell,No
7018-WBJNK,Male,0,13,Month-to-month,Fiber optic,Credit card (automatic),78.3,1033.95,No,0.5449728427098292,Medium risk: nurture,Yes
9142-KZXOP,Male,0,44,Month-to-month,Fiber optic,Credit card (automatic),68.85,2958.95,No,0.14019365262694883,Low risk: retain and upsell,No
7674-YTAFD,Female,0,33,One year,Fiber optic,Bank transfer (automatic),79.95,2684.85,No,0.10403588389708425,Low risk: retain and upsell,No
6348-SNFUS,Male,0,72,Two year,DSL,Credit card (automatic),55.45,4179.2,No,0.012772298426829877,Low risk: retain and upsell,No
1285-OKIPP,Male,0,1,Month-to-month,Fiber optic,Electronic check,79.9,79.9,Yes,0.6562056623686605,High risk: retention/win-back,Yes
7825-ECJRF,Female,0,19,Month-to-month,Fiber optic,Electronic check,106.6,1934.45,Yes,0.45178777614054594,Medium risk: nurture,Yes
1347-KTTTA,Male,0,64,One year,Fiber optic,Credit card (automatic),102.45,6654.1,No,0.10468625753712199,Low risk: retain and upsell,No
7841-TZDMQ,Male,0,2,Month-to-month,DSL,Credit card (automatic),46.0,84.5,Yes,0.4304349148297681,Medium risk: nurture,Yes
4195-NZGTA,Female,0,1,Month-to-month,DSL,Electronic check,25.25,25.25,No,0.4754775303229334,Medium risk: nurture,Yes
7157-SMCFK,Male,0,61,Two year,No,Mailed check,19.75,1124.2,No,0.008090040649928886,Low risk: retain and upsell,No
4709-LKHYG,Female,0,29,One year,No,Electronic check,20.0,540.05,No,0.036062717195654716,Low risk: retain and upsell,No
2504-DSHIH,Male,1,23,Month-to-month,Fiber optic,Electronic check,86.8,1975.85,No,0.5666390387549347,Medium risk: nurture,Yes
0699-NDKJM,Female,0,57,Month-to-month,DSL,Bank transfer (automatic),58.75,3437.45,No,0.16113397250998474,Low risk: retain and upsell,No
9286-BHDQG,Male,0,72,Two year,DSL,Credit card (automatic),45.25,3139.8,No,0.006674703131363774,Low risk: retain and upsell,No
0230-WEQUW,Male,0,66,Two year,DSL,Bank transfer (automatic),56.6,3789.2,No,0.01777696716273755,Low risk: retain and upsell,No
2040-LDIWQ,Male,0,65,Two year,DSL,Bank transfer (automatic),84.2,5324.5,No,0.0219390972207176,Low risk: retain and upsell,No
6496-JDSSB,Female,0,8,Month-to-month,Fiber optic,Bank transfer (automatic),80.0,624.6,No,0.5966606690108497,Medium risk: nurture,Yes
9408-SSNVZ,Female,0,4,Month-to-month,Fiber optic,Electronic check,70.15,268.35,Yes,0.7173459865502922,High risk: retention/win-back,Yes
4443-EMBNA,Female,0,71,Two year,No,Bank transfer (automatic),24.75,1836.9,No,0.005747337302088817,Low risk: retain and upsell,No
6469-MRVET,Male,0,1,One year,No,Electronic check,20.2,20.2,No,0.07058468739669385,Low risk: retain and upsell,No
0742-MOABM,Male,0,4,Month-to-month,DSL,Mailed check,50.05,179.35,Yes,0.17323607783083034,Low risk: retain and upsell,No
5961-VUSRV,Female,0,12,One year,No,Bank transfer (automatic),19.35,219.35,No,0.05403203475598419,Low risk: retain and upsell,No
6778-JFCMK,Male,0,24,One year,DSL,Mailed check,50.6,1288.75,No,0.20667987091959233,Low risk: retain and upsell,No
6341-JVQGF,Female,0,31,One year,DSL,Mailed check,81.15,2545.75,No,0.07000423143289934,Low risk: retain and upsell,No
2232-DMLXU,Female,0,1,Month-to-month,DSL,Mailed check,55.2,55.2,Yes,0.31333489964911576,Medium risk: nurture,Yes
4811-JBUVU,Male,0,30,Month-to-month,Fiber optic,Credit card (automatic),89.9,2723.15,No,0.38754656827553213,Medium risk: nurture,Yes
0945-TSONX,Female,0,47,Two year,DSL,Credit card (automatic),85.3,4107.25,No,0.02103397604010941,Low risk: retain and upsell,No
2651-ZCBXV,Male,0,54,Two year,Fiber optic,Credit card (automatic),108.0,5760.65,No,0.06931124762873839,Low risk: retain and upsell,No
3316-UWXUY,Male,0,50,Month-to-month,Fiber optic,Credit card (automatic),93.5,4747.5,No,0.09877547409032392,Low risk: retain and upsell,No
8937-RDTHP,Male,0,1,Month-to-month,Fiber optic,Mailed check,84.6,84.6,Yes,0.5819900581234653,Medium risk: nurture,Yes
7083-MIOPC,Female,0,72,Two year,No,Credit card (automatic),20.25,1566.9,No,0.008062207600882446,Low risk: retain and upsell,No
1984-GPTEH,Female,0,29,Month-to-month,No,Electronic check,25.15,702.0,No,0.14201212486981726,Low risk: retain and upsell,No
1251-KRREG,Male,0,2,Month-to-month,DSL,Mailed check,54.4,114.1,Yes,0.4852460441118809,Medium risk: nurture,Yes
0621-JFHOL,Female,0,10,Two year,DSL,Mailed check,29.6,299.05,No,0.06981297303046365,Low risk: retain and upsell,No
9903-LYSAB,Male,0,18,Month-to-month,Fiber optic,Electronic check,73.15,1305.95,No,0.6085474027410073,High risk: retention/win-back,Yes
0094-OIFMO,Female,1,11,Month-to-month,Fiber optic,Electronic check,95.0,1120.3,Yes,0.6887348597109906,High risk: retention/win-back,Yes
9227-UAQFT,Male,0,16,Two year,No,Mailed check,19.75,284.35,No,0.01950778959223645,Low risk: retain and upsell,No
7301-ABVAD,Female,0,72,Two year,DSL,Bank transfer (automatic),86.6,6350.5,No,0.01633403846594928,Low risk: retain and upsell,No
6614-FHDBO,Male,0,72,Two year,Fiber optic,Bank transfer (automatic),109.2,7878.3,No,0.04509616320424463,Low risk: retain and upsell,No
7576-ASEJU,Female,0,41,One year,DSL,Credit card (automatic),74.7,3187.65,No,0.03324343933319354,Low risk: retain and upsell,No
9058-HRZSV,Female,1,65,Month-to-month,Fiber optic,Electronic check,94.4,6126.15,No,0.08507225883076693,Low risk: retain and upsell,No
4522-AKYLR,Female,1,13,Month-to-month,DSL,Electronic check,54.8,731.3,No,0.3441711936889011,Medium risk: nurture,Yes
0221-WMXNQ,Male,1,4,Month-to-month,Fiber optic,Electronic check,75.35,273.4,No,0.47150235573006655,Medium risk: nurture,Yes
0303-UNCIP,Male,0,41,One year,DSL,Mailed check,65.0,2531.8,No,0.1219005705581578,Low risk: retain and upsell,No
9947-OTFQU,Male,1,15,Month-to-month,Fiber optic,Electronic check,74.4,1074.3,Yes,0.5651103275620946,Medium risk: nurture,Yes
0322-YINQP,Male,0,1,Month-to-month,DSL,Mailed check,48.55,48.55,Yes,0.3131235204110413,Medium risk: nurture,Yes
0959-WHOKV,Male,0,42,One year,Fiber optic,Electronic check,99.0,4298.45,No,0.25571478674557624,Low risk: retain and upsell,No
4075-JFPGR,Female,0,51,One year,Fiber optic,Electronic check,93.5,4619.55,No,0.10513415295371349,Low risk: retain and upsell,No
4629-NRXKX,Female,0,2,Month-to-month,Fiber optic,Electronic check,70.4,147.15,Yes,0.5945225768276297,Medium risk: nurture,Yes
9514-JDSKI,Male,1,1,Month-to-month,DSL,Electronic check,40.2,40.2,Yes,0.7245167998764608,High risk: retention/win-back,Yes
3282-ZISZV,Male,0,32,One year,DSL,Credit card (automatic),83.7,2633.3,No,0.05490860375582738,Low risk: retain and upsell,No
3675-YDUPJ,Male,0,10,Month-to-month,No,Mailed check,19.85,193.05,No,0.22075884420292702,Low risk: retain and upsell,No
4111-BNXIF,Female,0,67,Two year,DSL,Electronic check,59.55,4103.9,No,0.03413659715446793,Low risk: retain and upsell,No
7017-VFHAY,Female,0,61,Two year,Fiber optic,Credit card (automatic),115.1,7008.15,No,0.039089841058941685,Low risk: retain and upsell,No
6655-LHBYW,Male,0,50,One year,Fiber optic,Credit card (automatic),114.35,5791.1,No,0.13604215161241276,Low risk: retain and upsell,No
4959-JOSRX,Female,0,2,Month-to-month,DSL,Credit card (automatic),44.6,80.55,Yes,0.35599009444757507,Medium risk: nurture,Yes
5046-NUHWD,Female,1,29,Month-to-month,DSL,Electronic check,45.0,1228.65,No,0.4250056173999181,Medium risk: nurture,Yes
7273-TEFQD,Male,1,3,Month-to-month,DSL,Electronic check,41.15,132.2,Yes,0.7516727915376329,High risk: retention/win-back,Yes
3606-TWKGI,Male,1,13,Month-to-month,Fiber optic,Electronic check,106.9,1364.3,Yes,0.8014713765843368,High risk: retention/win-back,Yes
7529-ZDFXI,Male,1,57,Month-to-month,Fiber optic,Electronic check,89.85,4925.35,No,0.28188420939245074,Low risk: retain and upsell,Yes
7605-BDWDC,Female,0,31,Two year,DSL,Bank transfer (automatic),49.85,1520.1,No,0.03211809107136189,Low risk: retain and upsell,No
1950-KSVVJ,Female,0,45,One year,Fiber optic,Mailed check,113.3,5032.25,No,0.15674653404876546,Low risk: retain and upsell,No
0123-CRBRT,Female,0,61,Two year,DSL,Mailed check,88.1,5526.75,No,0.02323729842366542,Low risk: retain and upsell,No
6292-TOSSS,Male,0,50,Two year,No,Bank transfer (automatic),24.9,1195.25,No,0.007942209855070463,Low risk: retain and upsell,No
3197-ARFOY,Female,1,19,Month-to-month,Fiber optic,Mailed check,105.0,2007.25,No,0.3439389520150354,Medium risk: nurture,Yes
6323-AYBRX,Male,0,59,Two year,No,Mailed check,19.35,1099.6,Yes,0.009848884340230263,Low risk: retain and upsell,No
7014-ZZXAW,Female,0,71,Two year,No,Credit card (automatic),24.25,1732.95,No,0.006487075809354191,Low risk: retain and upsell,No
4385-GZQXV,Female,1,16,Month-to-month,Fiber optic,Electronic check,94.45,1511.2,Yes,0.6169279365915669,High risk: retention/win-back,Yes
7633-MVPUY,Male,0,57,Two year,DSL,Electronic check,59.75,3450.15,No,0.014291108003936046,Low risk: retain and upsell,No
6366-ZGQGL,Male,0,1,Month-to-month,DSL,Bank transfer (automatic),24.8,24.8,Yes,0.4677370935988645,Medium risk: nurture,Yes
4716-HHKQH,Male,1,20,Month-to-month,Fiber optic,Electronic check,107.05,2172.05,No,0.5763834982636904,Medium risk: nurture,Yes
5940-AHUHD,Male,0,1,Month-to-month,Fiber optic,Mailed check,70.6,70.6,Yes,0.5808202590802599,Medium risk: nurture,Yes
6432-TWQLB,Male,0,5,Month-to-month,Fiber optic,Electronic check,85.4,401.1,Yes,0.608771482201081,High risk: retention/win-back,Yes
4484-GLZOU,Female,0,52,Month-to-month,Fiber optic,Electronic check,105.05,5624.85,Yes,0.4824401946946207,Medium risk: nurture,Yes
3179-GBRWV,Male,1,21,Month-to-month,DSL,Bank transfer (automatic),64.95,1339.8,No,0.1864480856434354,Low risk: retain and upsell,No
8645-KWHJO,Male,0,14,Month-to-month,DSL,Electronic check,55.0,771.95,No,0.4607167019061496,Medium risk: nurture,Yes
4130-MZLCC,Female,0,5,Month-to-month,DSL,Bank transfer (automatic),50.55,244.75,No,0.21605440019049466,Low risk: retain and upsell,No
0314-TKOSI,Female,0,6,Month-to-month,DSL,Mailed check,55.15,322.9,No,0.21662346252151796,Low risk: retain and upsell,No
8229-MYEJZ,Female,0,10,Month-to-month,DSL,Electronic check,51.2,498.25,No,0.28256960187540686,Low risk: retain and upsell,Yes
2080-SRCDE,Female,0,1,Month-to-month,No,Mailed check,25.4,25.4,No,0.14513849979780316,Low risk: retain and upsell,No
9577-WJVCQ,Female,0,68,Month-to-month,DSL,Mailed check,54.45,3687.75,No,0.0313692025255428,Low risk: retain and upsell,No
9512-UIBFX,Male,0,18,Month-to-month,Fiber optic,Mailed check,95.15,1779.95,Yes,0.44973175452603725,Medium risk: nurture,Yes
6202-DYYFX,Female,0,22,One year,Fiber optic,Credit card (automatic),76.0,1783.6,No,0.29614142002270644,Low risk: retain and upsell,Yes
3808-HFKDE,Female,0,20,Month-to-month,DSL,Electronic check,44.35,927.15,No,0.34212883978359143,Medium risk: nurture,Yes
5583-SXDAG,Male,0,1,Month-to-month,Fiber optic,Electronic check,70.0,70.0,Yes,0.6148789786323979,High risk: retention/win-back,Yes
3488-PGMQJ,Male,1,8,Month-to-month,Fiber optic,Electronic check,74.5,606.55,Yes,0.6369998984567903,High risk: retention/win-back,Yes
3580-REOAC,Male,0,10,Month-to-month,DSL,Credit card (automatic),44.85,435.4,Yes,0.3462761695299743,Medium risk: nurture,Yes
7534-BFESC,Male,1,24,Month-to-month,Fiber optic,Electronic check,76.1,1712.7,Yes,0.5925888855997951,Medium risk: nurture,Yes
3727-OWVYD,Male,0,35,One year,DSL,Mailed check,61.2,2021.2,No,0.03419510735826052,Low risk: retain and upsell,No
2294-SALNE,Male,0,23,One year,Fiber optic,Mailed check,86.8,1940.8,No,0.10900334743506727,Low risk: retain and upsell,No
4847-TAJYI,Female,1,6,Month-to-month,Fiber optic,Electronic check,89.35,567.8,No,0.7569297582518192,High risk: retention/win-back,Yes
1563-IWQEX,Female,0,12,Month-to-month,No,Mailed check,19.7,220.35,No,0.22406195355246916,Low risk: retain and upsell,No
8203-XJZRC,Male,0,1,Month-to-month,No,Mailed check,20.25,20.25,No,0.24251383692365544,Low risk: retain and upsell,No
6556-DBKZF,Female,0,71,Two year,Fiber optic,Electronic check,76.05,5436.45,No,0.03106158005309226,Low risk: retain and upsell,No
6851-WEFYX,Male,1,35,Month-to-month,Fiber optic,Electronic check,100.8,3437.5,No,0.7308188859391419,High risk: retention/win-back,Yes
2985-JUUBZ,Male,0,40,Month-to-month,DSL,Electronic check,74.55,3015.75,No,0.3527539476936969,Medium risk: nurture,Yes
6390-DSAZX,Female,0,1,Month-to-month,Fiber optic,Mailed check,73.6,73.6,Yes,0.5489659077349452,Medium risk: nurture,Yes
0895-LMRSF,Male,0,23,One year,DSL,Bank transfer (automatic),64.9,1509.8,No,0.13454923506948177,Low risk: retain and upsell,No
8098-LLAZX,Female,1,4,Month-to-month,Fiber optic,Electronic check,95.45,396.1,Yes,0.8472981550150591,High risk: retention/win-back,Yes
8266-VBFQL,Male,0,4,Month-to-month,Fiber optic,Electronic check,90.4,356.65,No,0.652046387687904,High risk: retention/win-back,Yes
8181-YHCMF,Female,0,68,Two year,DSL,Credit card (automatic),60.3,4109.0,No,0.014203541914334367,Low risk: retain and upsell,No
2240-HSJQD,Male,0,38,Month-to-month,Fiber optic,Mailed check,81.85,3141.7,No,0.3384033426037824,Medium risk: nurture,Yes
1248-DYXUB,Male,0,52,Two year,No,Mailed check,24.8,1229.1,No,0.006153805779362376,Low risk: retain and upsell,No
0265-EDXBD,Male,1,32,Month-to-month,Fiber optic,Electronic check,74.9,2303.35,Yes,0.46945274821367,Medium risk: nurture,Yes
4115-BNPJY,Male,0,29,Two year,DSL,Mailed check,75.55,2054.4,No,0.032492947476919644,Low risk: retain and upsell,No
3167-SNQPL,Male,1,38,Month-to-month,Fiber optic,Electronic check,101.15,3741.85,No,0.4939487129410987,Medium risk: nurture,Yes
4091-TVOCN,Male,0,48,One year,DSL,Credit card (automatic),78.75,3682.45,No,0.061171473966420635,Low risk: retain and upsell,No
1098-TDVUQ,Female,0,1,Month-to-month,No,Bank transfer (automatic),19.25,19.25,No,0.3148731741971218,Medium risk: nurture,Yes
7277-OZCGZ,Female,0,22,Month-to-month,Fiber optic,Electronic check,89.05,1886.25,No,0.3508886272515314,Medium risk: nurture,Yes
1557-EMYVT,Female,0,43,Two year,Fiber optic,Credit card (automatic),115.05,4895.1,No,0.07390080679692024,Low risk: retain and upsell,No
2799-ARNLO,Female,1,5,Month-to-month,Fiber optic,Electronic check,69.35,341.6,No,0.6123281347081772,High risk: retention/win-back,Yes
7563-BIUPC,Male,0,5,Month-to-month,Fiber optic,Electronic check,80.6,415.55,Yes,0.7443473180615955,High risk: retention/win-back,Yes
5027-YOCXN,Male,0,51,One year,Fiber optic,Credit card (automatic),110.05,5686.4,No,0.102111422981902,Low risk: retain and upsell,No
3973-SKMLN,Male,0,71,Two year,No,Credit card (automatic),19.9,1355.1,No,0.006036317069039306,Low risk: retain and upsell,No
2321-OMBXY,Female,0,38,One year,DSL,Credit card (automatic),80.3,3058.65,Yes,0.03666442530275047,Low risk: retain and upsell,No
2840-XANRC,Male,1,24,Month-to-month,Fiber optic,Electronic check,93.15,2231.05,Yes,0.6843806980388779,High risk: retention/win-back,Yes
6745-JEFZB,Male,0,35,Month-to-month,Fiber optic,Credit card (automatic),91.5,3236.35,No,0.3012392987916017,Medium risk: nurture,Yes
5020-ZSTTY,Female,1,54,One year,DSL,Bank transfer (automatic),82.45,4350.1,Yes,0.03404083610464669,Low risk: retain and upsell,No
9880-TDQAC,Female,0,72,Two year,DSL,Electronic check,60.0,4264.0,No,0.031980947167289324,Low risk: retain and upsell,No
8705-WZCYL,Male,0,1,Month-to-month,DSL,Electronic check,44.8,44.8,No,0.5652936143027717,Medium risk: nurture,Yes
7102-JJVTX,Female,0,9,One year,DSL,Mailed check,48.6,422.3,No,0.08045818795260849,Low risk: retain and upsell,No
8626-PTQGE,Male,0,69,Two year,DSL,Bank transfer (automatic),60.05,4176.7,No,0.024478298791081425,Low risk: retain and upsell,No
4983-CLMLV,Female,0,52,Month-to-month,Fiber optic,Credit card (automatic),102.7,5138.1,No,0.28689058763179565,Low risk: retain and upsell,Yes
5701-YVSVF,Female,1,11,Month-to-month,Fiber optic,Electronic check,82.9,880.05,No,0.6045653245212926,High risk: retention/win-back,Yes
5804-LEPIM,Female,1,2,Month-to-month,Fiber optic,Electronic check,70.35,139.05,Yes,0.6717079865918735,High risk: retention/win-back,Yes
5697-GOMBF,Female,1,28,Month-to-month,DSL,Electronic check,35.9,973.65,No,0.48621602170620815,Medium risk: nurture,Yes
2739-CACDQ,Female,1,17,Month-to-month,Fiber optic,Credit card (automatic),82.65,1470.05,No,0.5208472779587248,Medium risk: nurture,Yes
9385-EHGDO,Female,0,35,Two year,No,Mailed check,19.85,739.35,No,0.015174839120182176,Low risk: retain and upsell,No
9498-FIMXL,Female,0,8,One year,No,Mailed check,19.2,161.95,No,0.06650242496754771,Low risk: retain and upsell,No
2379-GYFLQ,Male,0,46,One year,Fiber optic,Credit card (automatic),94.9,4422.95,No,0.17932005148226618,Low risk: retain and upsell,No
0122-OAHPZ,Female,0,7,Month-to-month,Fiber optic,Electronic check,73.85,511.25,Yes,0.6925609171323428,High risk: retention/win-back,Yes
2868-SNELZ,Female,0,2,Month-to-month,Fiber optic,Mailed check,80.6,155.8,Yes,0.6009812527436882,High risk: retention/win-back,Yes
4322-RCYMT,Male,0,68,One year,DSL,Bank transfer (automatic),75.8,5293.95,Yes,0.034418006740713915,Low risk: retain and upsell,No
6680-NENYN,Female,0,43,Two year,Fiber optic,Electronic check,104.6,4759.85,Yes,0.20433014635779417,Low risk: retain and upsell,No
2088-IEBAU,Female,0,68,Two year,DSL,Electronic check,88.15,6148.45,No,0.031301801500091285,Low risk: retain and upsell,No
7982-VCELR,Female,0,36,Month-to-month,Fiber optic,Credit card (automatic),94.8,3565.65,No,0.30891703686516797,Medium risk: nurture,Yes
1343-EHPYB,Male,0,63,Month-to-month,Fiber optic,Electronic check,103.4,6603.0,Yes,0.42045609942304807,Medium risk: nurture,Yes
6035-BXTTY,Female,1,32,Month-to-month,DSL,Bank transfer (automatic),54.65,1830.1,No,0.08889586137257277,Low risk: retain and upsell,No
6885-PKOAM,Female,0,71,Two year,DSL,Credit card (automatic),85.75,6223.8,No,0.017705196912438246,Low risk: retain and upsell,No
7520-HQWJU,Female,0,66,Month-to-month,DSL,Bank transfer (automatic),67.45,4508.65,No,0.03584972085232048,Low risk: retain and upsell,No
9639-BUJXT,Male,0,63,One year,No,Mailed check,20.5,1328.15,No,0.015380991389053739,Low risk: retain and upsell,No
5924-SNGKP,Female,0,41,One year,No,Credit card (automatic),20.25,865.0,No,0.017761094072764893,Low risk: retain and upsell,No
0021-IKXGC,Female,1,1,Month-to-month,Fiber optic,Electronic check,72.1,72.1,No,0.7387530358812583,High risk: retention/win-back,Yes
2034-GDRCN,Female,0,2,Month-to-month,Fiber optic,Electronic check,90.4,168.2,Yes,0.7833966105948625,High risk: retention/win-back,Yes
8966-SNIZF,Female,0,70,Two year,No,Bank transfer (automatic),19.45,1303.5,No,0.006675227700737933,Low risk: retain and upsell,No
6243-OZGFH,Female,0,23,Month-to-month,DSL,Electronic check,44.95,996.85,No,0.5886195926078791,Medium risk: nurture,Yes
4654-DLAMQ,Female,1,64,One year,Fiber optic,Bank transfer (automatic),97.0,6430.9,No,0.04545958852131934,Low risk: retain and upsell,No
0513-RBGPE,Male,0,37,Two year,DSL,Credit card (automatic),62.8,2278.75,No,0.01162094553406737,Low risk: retain and upsell,No
5160-UXJED,Male,0,17,One year,DSL,Mailed check,44.6,681.4,No,0.07663131102586546,Low risk: retain and upsell,No
4115-NZRKS,Female,1,7,Month-to-month,Fiber optic,Electronic check,89.15,574.35,No,0.752334313642516,High risk: retention/win-back,Yes
0219-YTZUE,Male,0,4,Month-to-month,Fiber optic,Bank transfer (automatic),84.8,371.9,Yes,0.5808250075052049,Medium risk: nurture,Yes
0623-IIHUG,Female,1,21,Month-to-month,DSL,Electronic check,41.9,840.1,Yes,0.5859524753379842,Medium risk: nurture,Yes
